Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
108397,Argentina,"The nose is dusty and inviting, with notes of spiced berries, molasses, sandalwood and artisan soap. Very saturated but well balanced, with a creamy, oily mouthfeel and sweet, generous flavors of plum, blackberry and chocolate. Mellow and delicious from start to finish, and a winner even at this high price.",Icono,93,150.0,Mendoza Province,Luján de Cuyo,,Bordeaux-style Red Blend,Luigi Bosca
108492,US,"This is a limited production 100% Cab from the winery's estate vineyard. It's much more tannic than Cohn's extraordinarily fine '04 Estate, which was released a year ago. Even at the age of five-plus, it stings with sandpapery astringency. Should easily negotiate the years, with its massive core of blackberries, black currants, olives and 100% new oak. Hold until after 2010, and should develop for many years beyond.",Olive Hill Estate Vineyards Special Selection,93,100.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,B.R. Cohn
108494,US,"Not ready for drinking now. Shows youthfully aggressive tannins and forward flavors of blackberries, currants, herbs and unintegrated new oak, making it the least satisfactory of Stonestreet's impressive new releases if you're looking for something now. Seems like it will make a very fine bottle after 2011 or so.",Christopher's,93,100.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Stonestreet
108495,Argentina,"Electric purple in color, with a concentrated, deep nose of mineral, black plum and toast. The palate is lush and giant, but balanced perfectly by natural acidity and fine tannins. Huge berry and plum flavors are dense, and vanilla, coffee and herb flavors grace the long finish. Drink from 2010 through 2016.",Finca Bella Vista,93,112.0,Mendoza Province,Perdriel,,Malbec,Achaval-Ferrer
108682,US,"The price is prerelease; it will soar on the aftermarket. This is very great Harlan. It pours dark and saturated, and the tannins are big and sturdy, not aggressive, but sweet and finely ground. Still, they give a hardness to the immaculately ripe fruit that mandates cellaring. The flavors of currants, blackberries, plums, chocolate and cedar are lush, deep and long-lasting, but just a part of the balanced appeal of this young wine. It really defines the exquisite tension between power and elegance. Best after 2008, then for many years.",,98,350.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Harlan Estate
108684,US,"The '04 Maiden is very close to Harlan Estate in quality. The Maiden is a touch less elegant; but it is such a wholesome wine, so succulent in blackberry, cassis, licorice, and roasted cedar. The tannins are so regal—even the slight prickle of acidity works for polish. So beautiful now, it's hard to know when to suggest drinking it, but this should easily be a 10–15 year wine.",,97,150.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,The Maiden
108685,US,"Brilliant aromatics here, just stupendously attractive. Among the sweetest and most approachable of Harlan's current stable, it's also complex and ageworthy. Fairly tannic now, with a refined sandpapery grittiness coating pure flavors of ripe cherries, plums and blackberries and their associated liqueurs. The finish is so long, balanced and harmonious. It's hard to imagine that this won't be one to age 12–15 years.",St. Eden,96,210.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,BOND
108927,US,"Awesome Cabernet from this esteemed vineyard in Oakville. Defines the modern Napa style in the perfectly ripe black currant and blackberry fruit, and the ultra-refined tannins. Hard to exaggerate the depth and length, the sheer opulence of this 100% Cab. It was aged in 80% new French oak, which adds even richer notes of wood smoke and sweet vanilla. Should evolve slowly through 2020, but only 75 cases were produced.",Beckstoffer To Kalon,97,130.0,California,Napa Valley,Napa,Cabernet Sauvignon,Alpha Omega
108940,France,"A top wine in the Deutz range, packed with maturing richness, balancing fresh grapefruits against toasted almonds, an elegant structure, and an impressive power of flavor, leaving a dense mouthful of wine that manages to float at the same time.",Cuvée William Deutz Brut,94,166.0,Champagne,Champagne,,Champagne Blend,Deutz
108941,US,"A dark, rich wine, this opens with ripe, sweet aromas of fresh blackberries, cedar, cigar box, pencil lead and cinnamon. Brings to mind a classified Pauillac, rather hard and tannic now, but sweetly ripe and refined, and very rich in mulberries, cherries, licorice and mocha. A magnificent young wine. Best now, with decanting, through 2012, at least.",Melbury,94,210.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,BOND
108942,France,"While it has very bready and yeasty aromas, you can taste the crisp fruits through this. It's an elegantly dry Champagne, with a pure line of white fruits and acidity that go with the beautiful structure. As befits the 1996 vintage, this will certainly age.",,94,120.0,Champagne,Champagne,,Champagne Blend,Jacquesson et Fils
108943,Italy,"Great pleasure is derived from this wine's elegant, aged tones. This is a graceful wine with ethereal notes of blue flower, dried berry, cedar, leather, mushroom and soy sauce. You'll taste its delicate sweetness and its smooth, long-lasting finish. This is the kind of precious wine you'll want to drink with good friends.",Riserva,94,130.0,Veneto,Amarone della Valpolicella,,"Corvina, Rondinella, Molinara",Provolo
108945,US,"This is surely the most ambitious Cabernet Franc/Conner Lee wine ever made, and it's priced accordingly. I love the purity, the focus and the way it plays across the palate; it's a real high-wire act. Cab Franc does not lend itself to either elegance or completeness as a varietal grape, which is why it is almost always blended. But here it is the whole show, and it's razzle dazzle all the way. Ripe blackberry and black cherry fruit is framed in spice and tannin, with a sweetness rarely found. The finishing notes of fresh roasted coffee and mocha linger sensuously in the back of the mouth. A rare mix of delicacy and power.",Conner Lee Vineyard Reserve,94,110.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Matthews
109009,Hungary,"A beautiful, aromatic nose of honey, orange, apricot and spice unfolds extravagantly in this elegant dessert wine. Poised tones of honey, citrus, caramel and vanilla are rich but clean on the palate, thanks to a good acidity. The wine ends with a tart grapefruit spin.",Aszú 6 Puttonyos - 500 ml,91,100.0,Tokaji,,,Tokaji,Disznókö
109104,US,"A bit angular and awkward now, with a jagged, sandpapery feeling in the mouth. But the flavors are deep and refined, suggesting baked apples, grilled pears, yeasty, smoked brioche, vanilla bean and spices. Three-quarters Pinot Noir, with the remainder Chardonnay. Really needs 3–5 years to come around, at least.",Reserve,92,100.0,California,North Coast,North Coast,Sparkling Blend,Schramsberg
109160,Australia,"The flagship of the Clarendon Hills line, this comes from a patch of 80-year-old vines that winemaker Bratasiuk claims routinely provides his best fruit. The 2004 is a stunner, yielding up scents of flowers and spice, framed by hints of vanillin oak. It's dense and amply textured in the mouth, packed with wonderfully expressive blackberry and blueberry fruit, then shows layers of rich tannins on the finish that leave no doubt this needs time in the cellar to show its best. This is a tour de force of Australian winemaking that should be consumed 2010–2025.",Astralis,98,325.0,South Australia,Clarendon,,Syrah,Clarendon Hills
109161,Australia,"One of the more obviously ageworthy offerings from Clarendon Hills, the 2004 Hickinbotham Syrah boasts a wonderfully perfumed bouquet of flowers, minerals and spice. Then it backs up those captivating aromatics with rich blueberry fruit shaded with mint and cracked pepper and a long, firmly tannic and minerally finish. Drink 2010–2020.",Hickinbotham,96,100.0,South Australia,Clarendon,,Syrah,Clarendon Hills
109166,Australia,"If the Liandra is Bratasiuk's Côte-Rôtie, this is the wine he calls “more Hermitage.” And it does have some iron-like, minerally notes to it. But there's more New World suppleness and flesh as well, featuring lush plum and cassis fruit, some hickory-smoked bacon and layers of coffee and cream on the lengthy finish. Approachable now, but should be even better in five years and will easily last for 10–15.",Brookman,95,100.0,South Australia,Clarendon,,Syrah,Clarendon Hills
109167,Australia,"Cropped at a measly half ton per acre, this is Clarendon Hills' top Grenache bottling. It's tighter and denser than the other, more flamboyant offerings, needing time in the bottle to develop. For now, it's loaded with wonderfully pure blackberry and cassis fruit, but it promises to develop more complexity over the years; try from 2008–2020. Long and softly tannic on the finish.",Romas,95,100.0,South Australia,Clarendon,,Grenache,Clarendon Hills
109169,US,"In the wine's youth, the aroma of new oak dominates, with that smoky, minty, spicy-char note. But in the mouth the fruit explodes in intensely ripe black currants and milk chocolate. The tannins are rich and softly complex. A complete Cabernet that is luscious now,  but has the balance to develop, if you can keep your hands off it.",,94,115.0,California,Oakville,Napa,Cabernet Sauvignon,Far Niente
109182,US,"This limited-production offering pays tribute to Bill Fuller, founder of Tualatin Vineyards and one of the pioneers of Oregon's modern era wine industry. Nicely balanced, it mixes tart red fruits, juicy acids, highlights of spice and a persistent underpinning of dried leaves.",Fuller,90,100.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
109205,France,"Ripe, full, and just hinting at maturity, this remains P-J's flagship Champagne. It's poised, elegant and fresh, with signs of nuttiness. A vibrant, joyful wine, it continues to live up to its exuberant bottle.",Fleur de Champagne Brut,93,125.0,Champagne,Champagne,,Champagne Blend,Perrier Jouët
109242,Italy,"Le Chiuse has produced one of Montalcino's brightest stars with this Riserva 2004 (the base 2004 Brunello didn't impress us as nearly much). This is a delicious wine that you will enjoy on every level. The intensity and purity of the fruit and spice aromas are impressive and the mouthfeel is extra-plush and supple. Yet, those firm tannins give it the balance and structure it needs.",Riserva,95,120.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Le Chiuse
109247,US,"A 100% Cabernet aged in 100% new French oak, grown in the warmer Conn Valley region east of the Silverado Trail. The wood contributes layers of toast and caramel, while the underlying wine is massive, with tiers of blackberries, black cherries, black currants, red currants, cedar and spices. Very dramatic and beautiful, but needs time. 2012–2020, at least.",Estate,95,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Parallel
109252,US,"Bring this bottle straight to the cellar. Don't even think about opening it before, say, 2013. All you'll get is a mouthful of hard, sandpapery tannins. But it's a very deeply flavored Cabernet, packed with massive blackberry, black currant, plum and cedar flavors, and there's a granitic minerality that must come from the soil. Very finely crafted.",Estate,94,125.0,California,Napa,,Cabernet Sauvignon,Vineyard 7&8
109410,US,"This wonderfully rich young wine is enormously powerful in blackberry preserves, crème brûlée, mocha and cassis flavors. There's lots of new oak, but it's well integrated, and the tannins are softly gentle, yet ripe and complex. Almost feminine in its opulence, the wine is beautiful now, but has the balance to hold and even improve for many years. Drink now–2020.",,94,120.0,California,Rutherford,Napa,Cabernet Sauvignon,Quintessa
109411,Australia,"Boasts a slightly lifted character to the aromas, but also shadings of Asian spice and espresso. This is supple on the palate and dark-fruited, with bold flavors of prune-plum and coffee and a long, firm finish that demands cellaring. Drink 2008–2020.",Piggott Range,94,150.0,South Australia,Clarendon,,Syrah,Clarendon Hills
109432,Australia,"Not great by Grange standards, but still a fabulous wine, the 2001 Grange boasts an intoxicating, heady bouquet of rich chocolate and coconut. It follows that up with deep, plummy fruit that's full-bodied and lush yet quite tannic, promising decades of ageability. Despite the dark chocolate and plum flavors, the wine is still fresh, with a long finish. Drink 2010–2025.",Grange,93,225.0,South Australia,South Australia,,Shiraz,Penfolds
109479,US,"Like the winery's “Fuller” Pinot Noir, this special, limited-edition offering honors some Oregon wine industry stalwarts, the owners of Elton Vineyards. It clearly reflects the flavors of the Eola-Amity Hills AVA—no tricks or attempts to hide the natural earthy, herbal character. Herb and sassafras, pine needle and sour cherry, spice and even a hint of pickle barrel (American oak?) mingle pleasantly, and the alcohol remains at a comfortable 13.3%.",O'Brien,90,100.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
109488,US,"A lovely dessert wine in almost every respect. It's crisp in acidity and has complex, somewhat oxidized or Madeira-like flavors of oranges, tapioca and vanilla. Could be a little more focused and intense, but very fine, although it calls for a certain appreciation of this oxidative quality.",Ancient Vine Angelica,89,130.0,California,Sta. Rita Hills,Central Coast,Debit,Gypsy Canyon
109507,Spain,"Another winner from Emilio Moro. The nose is a touch minty and very spicy, but the black fruit element is there and overall the bouquet sings of integration. Pure, enthralling and big, with monster black fruit flavors, complexity, rich oak and a long, smooth finish. Stylish yet powerful; drink from 2013 through 2020.",Malleolus de Sanchomartin,94,205.0,Northern Spain,Ribera del Duero,,Tinto Fino,Emilio Moro
109514,US,"At first blush this reserve seems more oaky, more open and more overtly alcoholic than the just-released Leonetti 2008 Merlot and 2007 Cabernet Sauvignon. After many hours of breathing time it fills in with pretty plummy fruit, toast, caramel, whiffs of smoke, cedar and cigar box, and dry tannins.",Reserve,93,135.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Leonetti Cellar
109536,France,"This is a lightweight Cristal, floating and fresh, without the punch this great wine can have from Pinot Noir. It is also way too young. To taste, there is good balance, but the persistent grapefruit flavor shows the wine's youth.",Cristal Brut,92,211.0,Champagne,Champagne,,Champagne Blend,Louis Roederer
109551,France,"As it ages in bottle, this Champagne is showing real class. It remains as delicate as when reviewed last year, but it is now showing much more mature toastiness and bread flavors, and less of the green fruits. Elegance is still the main character; a fine, pure wine.",Cuvée Louise Brut,92,185.0,Champagne,Champagne,,Champagne Blend,Pommery
109709,Argentina,"As always, Noemía is proof that excellent Malbec can come from Patagonia. Big, bold and smoky on the nose, with blackberry and bacon. The palate is broad and bulky but balanced, while flavors of smoked meats, black fruits, licorice and especially clove stand out. Dark with a persistent clove note on the finish. Best now through 2012.",Noemía,92,132.0,Other,Río Negro Valley,,Malbec,Bodega Noemía de Patagonia
109716,Argentina,"Noemía's signature Malbec, now in its third vintage, is one of the country's best. It starts out herbal and smoky, with a lot of dark French oak. The mouth is powerful and pure, with at least three layers of complex flavors and textures. The fruit is both subtle and loud. Simply an excellent wine of world-class character. Best in 2008–09.",Noemía,92,110.0,Other,Río Negro Valley,,Malbec,Bodega Noemía de Patagonia
109733,US,"Shows all the hallmarks of great Mondavi Reserve. Ageworthy and complex, with enormously ripe, rich fruit, classic chocolate, cassis plus cream and spice from new oak. So smoothly voluptuous now, it goes down like velvet, but the tannin-acid balance will easily hold this wine through 2015.",Reserve,92,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Robert Mondavi
109766,Italy,"This is beautiful but so atypical, it's difficult to place within the wider range of Amarone styles. Very extracted and almost impenetrable in appearance, the wine offers Cab-like smells of green pepper, herb and licorice. It also delivers sweet chocolate, vanilla-nut and spice.",L'Amarone di Marchetto,87,100.0,Veneto,Amarone della Valpolicella,,"Corvina, Rondinella, Molinara",Trabucchi d'Illasi
109788,US,"Thick, heavy and jammy now, with blackberry, cherry and raspberry flavors, balanced with good acidity. Almost rustic in the fruity concentration and tart acids. Your best bet is the cellar. Try after 2013.",,89,175.0,California,Napa Valley,Napa,Cabernet Sauvignon,The Vineyard House
109814,Italy,"Here's another superstar Brunello Riserva from the excellent 2004 vintage. The aromas are rich and penetrating and recall cherry liqueur, cola, mesquite, cedar, wet earth and pressed violets. The wine's texture is streamlined and compact with polished tannins.",Riserva,93,120.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Canalicchio di Sopra
109818,Spain,"Big and sultry as always, with bacon, smoke, black fruit and a full rack of spices making for a wonderful bouquet. Concentrated and ripped for a 2007, with blackberry, clove, pepper, cinnamon and vanilla flavors. And then comes tobacco and more spice on the finish, which is grabby but understandable because it's so young. Best from 2012 through 2019.",Malleolus de Valderramiro,93,176.0,Northern Spain,Ribera del Duero,,Tinto Fino,Emilio Moro
109826,Italy,"This is a gorgeous Brunello with thick and succulent aromas of black fruit, spice, cedar wood, leather and pipe tobacco. It offers a lot of in terms of complexity and intensity but is never overdone or exaggerated. In the mouth, it fills the palate with beautifully bright cherry flavors.",,93,175.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,La Cerbaiola
109828,Italy,"This excellent vineyard designate Brunello Riserva opens with a very elegant nose that includes elements of spice, toast, black fruit and dusty mineral. In fact, that pretty mineral note is what defines the wine and gives it harmony and personality. The wine is full and dense in the mouth with succulent tannins that need to soften with a little more cellar aging.",Pian delle Vigne Vignaferrovia Riserva,93,125.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Marchesi Antinori
109830,France,"Matured in 225-liter barrels (hence the name of the cuvée), this has a depth of flavor and a richness that brings out the ripeness and freshness of the fruit, and a fine, elegant balance. A delicious Champagne, that could age well.",Cuvée 225 Brut,92,100.0,Champagne,Champagne,,Champagne Blend,Nicolas Feuillatte
109836,US,"In the Bond stable, Pluribus marches to a different beat. There's something of a baked pastry quality, with scents of marzipan, blackstrap molasses, and blackberry-cherry pie filling. This is the rawest Bond wine, the most tannic and least approachable. It's almost rustic in heft, like an Amador Zinfandel. Best to cellar for a few years, and could go the long haul.",Pluribus,91,210.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,BOND
109856,France,"Yeasty, fresh-baked bread aromas, followed by an impressively fresh wine full of white fruits; white currants and pink grapefruit follow on the palate. It's well rounded with a soft aftertaste and well-balanced acidity, but there's no sign of maturity yet.",Palmes d'Or,91,120.0,Champagne,Champagne,,Champagne Blend,Nicolas Feuillatte
110061,France,"This is without question a food Champagne. Toasty on the nose and powerful and full bodied on the palate, it is rich with sweet strawberries and just a touch of toast.",Cuvée des Caudalies Grand Cru Brut Rosé,90,120.0,Champagne,Champagne,,Champagne Blend,De Sousa & Fils
110066,US,"Made in a tight young style that requires cellaring, the wine opens with a minty, cigarette ash and char aroma, then turns much sweeter in the mouth. Ripe cherries, blackberries, cola and sweet spicy oak flavors dominate, leading to a tannic finish. Should develop by 2009 and then hold well through 2015.",Collector's Reserve,90,110.0,California,Rutherford,Napa,Cabernet Sauvignon,Martin Estate
110068,US,"The vineyard is on benches between Rutherford and St. Helena. The wine is immaculate Cabernet in the modern style, soft and rich in blackberries and cherries that are so ripe, they veer into melted chocolate. This yumminess is complexed with smoky oak, and balanced with just enough dusty tannins to keep it all from collapsing.",Kronos Vineyard,90,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Corison
110347,Australia,"There's no doubting the quality of this wine, which exudes class and refinement. It's not as plush as some other Aussie Grenaches, but deftly marries kirsch, vanilla and dried spices into an integrated and complex whole. Firm on the finish, with a bit of a tart edge.",Aerope,90,102.0,South Australia,Barossa Valley,,Grenache,Two Hands
110349,US,"A very good Cab, a little young and in need of cellaring, but such is the fruit that you can drink it now. It's plush in black currant, crème de cassis and new oaky flavors wrapped in soft, velvety tannins, with a chocolaty, licorice finish. Should hold for a good ten years.",Leonardini Vineyard,90,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Whitehall Lane
110362,US,"Drinks very soft and forward and is accessible now, with plenty of upfront cherry pie filling, blackberry jam, cocoa and cola flavors. Tannins are enough to hold the wine for a decade of slow improvement. Notable for its opulence and the polished expressive fruit. Could potentially improve quite a bit.",Reserve,90,105.0,California,Rutherford,Napa,Cabernet Sauvignon,Peju
110453,France,"A rich wine, creamy, with nut and toast flavors following fresher, crisper aromas. It is softening and coming well into its own, but still keeping a fine structure, along with ripe apple tastes. This should certainly develop further.",Demoiselle La Parisienne Premier Cru Brut,90,120.0,Champagne,Champagne,,Champagne Blend,Vranken
110595,Argentina,"Achaval's Uco Valley single-vineyard Malbec is strapping and minerally, with exotic black-fruit aromas darkened up by road tar but lightened by violets. It's focused and bright, with juicy cherry and black-plum flavors. Pure and direct, with a long finish. Drink now through 2013.",Finca Altamira,91,112.0,Mendoza Province,La Consulta,,Malbec,Achaval-Ferrer
110609,US,"Tastes way too oaky at the moment, with a flood of vanilla, sweet charred wood and smoky butter flavors swamping the underlying fruit, which consists of blackberries and cassis. May be going through a phase of immaturity. Could well re-emerge after 2010, but its future is hard to predict, as it's made in a soft, Napa way, and these wines have yet to prove their longevity.",Reserve,91,150.0,California,Napa Valley,Napa,Cabernet Sauvignon,Cosentino
110686,Argentina,"A tale of two wines. The early impression is that of a foxy, incomplete, sweaty wine with gaps in the fabric. But once it gets air, things turn around for the better. Ultimately it proves itself as a serious Malbec with a broad texture and jammy, sweet berry fruit. But it starts out so scattered and funky that it remains compromised.",Brote Negro,88,100.0,Mendoza Province,Luján de Cuyo,,Malbec,Viña Alicia
110890,US,"Heavy and oaky in youth, although there are deep, complex flavors of blackberries, black currants, plums and black cherries, complexed with unusual tastes of minerals, graphite and balsam that seem to come from the soil. The wine throws a heavy sediment, and is best considered an ager, although it has no history. Try 2010–2014.",Moment of Truth,91,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Waterfront
110909,US,"Lots to like in this complex red Bordeaux blend. Shows bigtime fruit flavors of blackberries, cherries, raspberries and cocoa, with a rich edge of smoky oak, wrapped into smooth, fine tannins in the modern Napa style. Finishes a bit obvious and sweet. Could develop bottle complexity over the next decade.",M. Coz,91,150.0,California,Napa Valley,Napa,Meritage,Cosentino
111000,Spain,"Somontano is not exactly prime real estate among Spanish wine regions, but Blecua, a four-grape blend led by Cabernet Sauvignon, is one of the best wines the region has to offer. Smoke, licorice, rooty cola and lemony oak aromas mix with flavors of blackberry, coffee, cola and roasted meats. It's a bit choppy and hard now, but time will help it along. A classy wine to drink from 2011 through 2016.",Blecua,91,100.0,Northern Spain,Somontano,,Red Blend,Viñas del Vero
111087,Italy,"Thick as molasses and dark as caramelized brown sugar, the wine oozes out of the bottle releasing concentrated aromas of butterscotch, toffee, honey, licorice, coffee, resin and maple syrup. Grapes from the Montepulciano area are dried in a ventilated room and the wine ages over 10 years in tiny oak barrels resulting in thick, dark concentration. Don't pair it with food: Vin Santo as good as this deserves to be enjoyed alone, as a so-called “meditation wine.”",Occhio di Pernice,100,210.0,Tuscany,Vin Santo di Montepulciano,,Prugnolo Gentile,Avignonesi
111089,Italy,"Immediately, you know you are before a great Brunello with bright fruit aromas backed by forest floor, balsam notes, bramble, blue flowers, red apple and mint. The presence of wood is all but invisible and the wine sings true to its territory and tradition. The wine's natural acidity and intensity promise a long and glorious aging future before it.",Riserva,96,400.0,Tuscany,Brunello di Montalcino,,Sangiovese,Biondi Santi
111192,US,"I liked the winery's 2001, although it was quite tannic, but this isn't in the same league. This vintage is also numbingly tannic, maybe even more so, but the core of fruit that charmed a year ago isn't there, leading to questions about ageability. If you're a gambler, cellar it for six years and see what's up.",,88,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Palmaz
111361,US,"Solidly in the Hillside Select model, this vigorous young Cab is dramatically ripe and powerful. The flavors of red and black currants, milk chocolate, figs and smoky vanilla erupt in the mouth, making the tastebuds jump with joy. However, there is also the structure, among the greatest in California Cabs. The acidity is fine, but the tannins are stupendously rich, sweet and complex, practically a food group in themselves. Stunning and gorgeous now in its youth, this collectible wine will reward at least through 2015.",Hillside Select,96,200.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Shafer
111362,Portugal,"Perfectly mature, this Port's tannins have softened over the past 40-plus years, leaving it lushly textured and displaying rich fig and chocolate flavors. Finishes long, picking up a touch of almond to go with the fig, flavors Symington calls “Dow's hallmarks.” Drink now–2015, longer if you prefer very mature wines.",Vintage,95,467.0,Port,,,Port,Dow's
111365,France,"One of Faiveley's monopoles (wholly owned vineyards), Clos des Cortons makes powerful wines. That's the case in 2005. This wine towers up, a strong edifice of tannins and big, black fruits. It has all the right elements coming into place, along with weight and some elegance.",Clos des Cortons,95,195.0,Burgundy,Corton,,Pinot Noir,Faiveley
111367,France,"A big, burly wine, powerful, concentrated and packed with fruit, the tannins a potential aging advantage underneath all this delicious fruit. Solid, but charming at the same time.",,94,190.0,Burgundy,Clos de Vougeot,,Pinot Noir,Domaine Moillard
111671,France,"A round, full-bodied wine that goes for the generous, opulent fruity aspect of red Burgundy with its big, blowsy red fruits, just kept in check by tannins. The acidity is lively and fresh, keeping pace with the intense vibrant fruits. Screwcap.",,93,169.0,Burgundy,Chambertin,,Pinot Noir,Jean-Claude Boisset
111675,France,"An impressive wine, fueled by black plum juice flavors. The acidity is just right, balancing the richness of the fruit. The wine revels in the serious side of Echezeaux, packed with dark, tight tannins over the fruit. It needs at least five years, maybe 10.",,93,115.0,Burgundy,Echézeaux,,Pinot Noir,Jean-Claude Boisset
111676,France,"Big, juicy fruit, bolstered by tannins, gives this wine weight and impressive structure. There is a dry core surrounded by ripe plums, herbs and fresh spices , resulting in soft, juicy freshness. But those tannins promise aging potential.",Beaux-Monts Premier Cru,93,125.0,Burgundy,Vosne-Romanée,,Pinot Noir,Domaine Moillard
111680,US,"Far Niente has produced a tannic, drily astringent young wine that's nowhere near ready to drink. It's tough as nails, with a gritty astringency that locks down the black currant and dark, unsweetened chocolate flavors. But it is a very balanced, distinguished wine that should easily negotiate the next 10 or 15 years, with proper cellaring.",,92,120.0,California,Oakville,Napa,Cabernet Sauvignon,Far Niente
111917,US,"This is pure Cabernet from the estate vineyard. These are still young vines, and though the potential for greatness is there, they don't deliver the complexity of their neighbor Ciel du Cheval—yet. Excellent fruit mixes berries and cherries, while barrel aging shows in the accents of spice and cracker. Medium-bodied, with alcohol approaching 15%.",Grand Ciel,90,135.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,DeLille
111999,France,"Although this is dominated at this young stage by wood, you can get through the firm, spicy character to the dark, heady fruit flavors. It has concealed power and intensity of ripe, elegant fruit. It needs at least 10 years to mature.",Clos des Cortons,92,102.0,Burgundy,Corton,,Pinot Noir,Faiveley
112000,Italy,"Here's a gorgeous Brunello that achieves that ever-so delicate balance of fruit versus menthol notes versus toast to render an unforgettable drinking experience. This is why they say Brunello can't be made in any other part of the world outside this tiny corner of Tuscany: Intense notes of chewy cherry, carob, licorice, almonds, chopped herbs ride over dusty tannins and a long finish.",Vigna del Fiore,92,120.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoria dei Barbi
112009,US,"The '04 Spottswoode shows the enormous ripeness of the vintage, with lush currant, blackberry jam, chocolate-covered cherry candy and spice flavors, plus an earthier note of sweet green olive tapenade. For all that voluptuous flavor, the wine maintains great structure. Very good now, it will gradually evolve through at least 2012.",Estate,92,110.0,California,St. Helena,Napa,Cabernet Sauvignon,Spottswoode
112013,US,"One of the ripest, highest alcohol Mondavi Reserve Cabs in memory, this wine is forward in cassis and cherry flavors, and while the tannins are pretty sturdy, it's sweet and soft enough to drink now. It definitely has the rich mouthfeel you want in a pricey Napa Cab. But it's young; cellar this one until at least 2010.",Reserve,92,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Robert Mondavi
112200,Spain,"A little more herbal, stalky and tomato-influenced than the riper, fresher 2005, but still an elegant, complex wine that shines a positive light on this little-known region at the base of the Pyrenees. Tobacco, tomato leaf, root beer and bouillon flavors set up an herbal, almost Bordeaux-like finish. Layered and structured to boot. Drink now through 2012.",Blecua,90,100.0,Northern Spain,Somontano,,Red Blend,Viñas del Vero
112295,Italy,"It's safe to say that Gianfranco Soldera's style is only appreciated and understood by Brunello purists. The wines are as thorny and complex as the argumentative, cantankerous man who makes them. For one, this wine has big volatility but the magic here is that those pungent direct aromas translate into bright aromatic vibrancy and buoyancy. In fact, its intensity and the careful balance between acidity and structure is unmatched.",Case Basse,92,293.0,Tuscany,Brunello di Montalcino,,Sangiovese,Soldera
112305,Italy,"Sangiovese's naturally warm, earthy tones come straight at you and are surrounded by a pretty frame of red fruit, almond, red apple, plump berry and pipe tobacco. This is a distinctive, unique wine that boasts an individual personality and solid roots in Brunello tradition. It has chewy tannins, delicate flavors and a refreshing, long-lasting finish.",Annata,91,149.0,Tuscany,Brunello di Montalcino,,Sangiovese,Biondi Santi
112381,Italy,"Tight as nails on the nose before it explodes on the palate in a cacophony of cherry, cassis, black plum, tobacco and chocolate. It's like the best cigar and a great red wine rolled into one. Yes, the tannins are hammering and yes, the acidity is forward. But that only means this brilliant Brunello should age for 15 years without batting an eyelash. Imported by Folio",Castelgiocondo Riserva,97,100.0,Tuscany,Brunello di Montalcino,,Sangiovese,Marchesi de' Frescobaldi
112382,Italy,"Fresh asphalt, burning timber, bitter chocolate, and anything else that connotes “darkness” is what this heavyweight is about. And as rough as that may sound aromatically, on the palate it's polished like a gemstone, with just enough grit and guts to push it forward. The fruit, meanwhile, is sensational, a panoply of black plums and cherries infused with cocoa and vanilla. This offers a clear look into 21st-century Brunello, and the picture is breathtaking. Imported by Vinifera Imports.",Madonna del Piano Riserva,97,130.0,Tuscany,Brunello di Montalcino,,Sangiovese,Valdicava
112384,Italy,"Darker, richer and earthier than Gaja's Barbaresco, picking up notes of coffee, vanilla and toast as well. Yet on the palate there's wonderfully bright cherry-raspberry fruit and masses of lush, velvety tannins that will give this wine plenty of life in the cellar. Drink 2012–2030.",Costa Russi,95,350.0,Piedmont,Langhe,,Red Blend,Gaja
